Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1174655,-,-,-,-11.59,-76.14,-5,4120,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2001,3,4,16,30,218,242,2,0.129,2.2,65.33,11,640
2001,3,4,17,30,81,291,3,0.129,2,76.7,9,650
2001,3,4,18,30,0,0,3,0.129,1.9000000000000001,85.23,8,650
2001,3,4,19,30,0,0,3,0.129,1.9000000000000001,92.88,7,650
2001,3,4,20,30,0,0,3,0.129,2,93.21000000000001,6,650
2001,3,4,21,30,0,0,3,0.129,2,99.54,6,650
2001,3,4,22,30,0,0,3,0.129,1.7000000000000002,98.09,5,650
2001,3,4,23,30,0,0,2,0.129,1.5,100,5,650
2001,3,5,0,30,0,0,2,0.129,1.2000000000000002,100,5,650
2001,3,5,1,30,0,0,2,0.129,1.2000000000000002,99.49000000000001,4,650
2001,3,5,2,30,0,0,2,0.129,1.2000000000000002,100,4,640
2001,3,5,3,30,0,0,2,0.129,1.2000000000000002,100,4,650
2001,3,5,4,30,0,0,1,0.129,1.1,99.63,4,650
2001,3,5,5,30,0,0,1,0.129,1.4000000000000001,98.25,4,650
2001,3,5,6,30,22,448,1,0.129,1.8,79.19,6,650
2001,3,5,7,30,147,169,1,0.129,1.7000000000000002,63.26,10,650
2001,3,5,8,30,271,269,0,0.129,1.1,49.54,13,650
2001,3,5,9,30,71,1022,0,0.129,0.6000000000000001,39.63,16,650
2001,3,5,10,30,85,1039,0,0.129,0.30000000000000004,37.550000000000004,17,650
2001,3,5,11,30,505,222,1,0.129,0.30000000000000004,38.7,17,650
2001,3,5,12,30,596,137,1,0.129,0.6000000000000001,43.1,16,640
2001,3,5,13,30,484,213,2,0.129,0.8,49.67,14,640
2001,3,5,14,30,426,119,3,0.129,0.8,60.02,12,640
2001,3,5,15,30,345,89,3,0.129,0.8,70.64,11,640
2001,3,5,16,30,212,85,4,0.129,0.8,81.59,9,640
2001,3,5,17,30,86,43,3,0.129,0.8,93.23,7,640
2001,3,5,18,30,0,0,3,0.129,0.9,98.16,6,640
2001,3,5,19,30,0,0,3,0.128,0.9,93.8,5,650
2001,3,5,20,30,0,0,2,0.128,0.8,96.97,5,650
2001,3,5,21,30,0,0,2,0.128,0.6000000000000001,93.56,5,650
2001,3,5,22,30,0,0,1,0.128,0.4,89.41,5,650
2001,3,5,23,30,0,0,0,0.128,0.4,85.83,5,640
2001,3,6,0,30,0,0,0,0.128,0.4,83.92,5,640
2001,3,6,1,30,0,0,0,0.128,0.4,82.59,5,640
2001,3,6,2,30,0,0,0,0.128,0.4,87.46000000000001,4,640
2001,3,6,3,30,0,0,0,0.128,0.5,86.60000000000001,4,640
2001,3,6,4,30,0,0,0,0.128,0.6000000000000001,86.4,4,640
2001,3,6,5,30,0,0,0,0.128,0.8,87.09,4,640
2001,3,6,6,30,29,278,0,0.128,1.4000000000000001,77.3,6,640
2001,3,6,7,30,75,706,0,0.128,1.9000000000000001,60.44,9,640
2001,3,6,8,30,101,853,1,0.128,1.8,50.19,12,640
2001,3,6,9,30,418,142,1,0.128,1.3,47.64,14,640
2001,3,6,10,30,358,460,1,0.128,0.8,46,15,640
2001,3,6,11,30,419,54,2,0.128,0.4,48.67,15,640
2001,3,6,12,30,452,30,3,0.128,0.4,54.64,14,640
2001,3,6,13,30,563,186,3,0.128,0.6000000000000001,59.980000000000004,12,640
2001,3,6,14,30,450,318,3,0.128,0.8,68.84,11,640
2001,3,6,15,30,315,394,3,0.128,1.1,73.35000000000001,10,640
2001,3,6,16,30,26,0,3,0.128,1.4000000000000001,84.02,8,640
2001,3,6,17,30,86,134,3,0.128,1.6,90.41,7,640
2001,3,6,18,30,0,0,3,0.128,1.9000000000000001,90.23,7,640
2001,3,6,19,30,0,0,3,0.128,2.2,95.85000000000001,6,640
2001,3,6,20,30,0,0,3,0.128,2.3000000000000003,95.21000000000001,6,640
2001,3,6,21,30,0,0,3,0.128,2.3000000000000003,94.96000000000001,6,640
2001,3,6,22,30,0,0,3,0.128,2.1,95.03,6,640
2001,3,6,23,30,0,0,3,0.128,1.9000000000000001,95.02,5,640
2001,3,7,0,30,0,0,2,0.128,1.8,100,5,640
2001,3,7,1,30,0,0,2,0.128,1.7000000000000002,100,5,640
2001,3,7,2,30,0,0,2,0.128,1.6,100,5,640
2001,3,7,3,30,0,0,2,0.128,1.5,99.74000000000001,5,640
2001,3,7,4,30,0,0,2,0.128,1.5,99.49000000000001,5,640
2001,3,7,5,30,0,0,2,0.128,1.9000000000000001,99.48,5,640
2001,3,7,6,30,2,0,2,0.128,2.5,85.79,7,650
2001,3,7,7,30,117,12,1,0.128,2.6,63.940000000000005,10,650
2001,3,7,8,30,148,10,0,0.128,2.2,48.64,13,650
2001,3,7,9,30,159,14,0,0.128,1.9000000000000001,42.1,15,650
2001,3,7,10,30,489,76,0,0.128,1.4000000000000001,40.13,16,650
2001,3,7,11,30,458,348,1,0.128,0.9,38.82,17,640
2001,3,7,12,30,524,406,1,0.128,0.6000000000000001,43.38,16,640
2001,3,7,13,30,536,89,2,0.128,0.5,49.49,15,640
2001,3,7,14,30,478,174,3,0.128,0.6000000000000001,55.800000000000004,14,640
2001,3,7,15,30,340,318,3,0.128,0.9,65.85,12,640
2001,3,7,16,30,216,117,4,0.128,1.1,81.52,9,640
2001,3,7,17,30,85,126,3,0.128,1.3,92.97,7,640
2001,3,7,18,30,0,0,3,0.128,1.5,97.76,6,640
2001,3,7,19,30,0,0,3,0.128,1.8,96.14,6,650
2001,3,7,20,30,0,0,3,0.128,1.9000000000000001,96.24000000000001,6,650
2001,3,7,21,30,0,0,3,0.128,1.8,96.9,6,650
2001,3,7,22,30,0,0,3,0.128,1.8,97.62,5,650
2001,3,7,23,30,0,0,2,0.128,1.9000000000000001,100,5,650
2001,3,8,0,30,0,0,2,0.128,2,100,5,640
2001,3,8,1,30,0,0,2,0.128,2,100,4,640
2001,3,8,2,30,0,0,2,0.128,1.9000000000000001,100,4,640
2001,3,8,3,30,0,0,1,0.128,1.9000000000000001,100,3,640
2001,3,8,4,30,0,0,1,0.128,1.7000000000000002,100,3,640
2001,3,8,5,30,0,0,1,0.128,2.1,100,3,650
2001,3,8,6,30,25,0,1,0.128,2.8000000000000003,81.49,6,650
2001,3,8,7,30,53,811,0,0.128,3,64.4,9,650
2001,3,8,8,30,263,356,0,0.128,2.4000000000000004,52.19,12,650
2001,3,8,9,30,371,54,0,0.128,1.8,46.39,14,650
2001,3,8,10,30,484,71,1,0.128,1.4000000000000001,44.87,15,650
2001,3,8,11,30,347,23,1,0.128,1.2000000000000002,46.72,15,650
2001,3,8,12,30,578,99,2,0.128,1,49.04,14,640
2001,3,8,13,30,501,57,3,0.128,1,54.88,13,640
2001,3,8,14,30,467,116,3,0.128,1.1,65.13,12,640
2001,3,8,15,30,309,410,4,0.128,1.2000000000000002,71.52,11,640
2001,3,8,16,30,202,326,4,0.128,1.2000000000000002,83.29,9,640
2001,3,8,17,30,67,462,4,0.128,1.1,89.86,7,640
2001,3,8,18,30,0,0,4,0.128,1.1,96.79,7,640
2001,3,8,19,30,0,0,4,0.128,1.1,96.75,7,640
2001,3,8,20,30,0,0,4,0.128,1.1,96.72,6,650
2001,3,8,21,30,0,0,4,0.128,1.2000000000000002,100,6,650
2001,3,8,22,30,0,0,4,0.128,1.4000000000000001,100,6,650
2001,3,8,23,30,0,0,2,0.128,1.7000000000000002,100,5,640
2001,3,9,0,30,0,0,2,0.128,1.9000000000000001,100,5,640
2001,3,9,1,30,0,0,2,0.128,1.9000000000000001,100,5,640
2001,3,9,2,30,0,0,2,0.128,1.9000000000000001,100,4,640
2001,3,9,3,30,0,0,2,0.128,1.9000000000000001,100,4,640
2001,3,9,4,30,0,0,2,0.128,1.8,100,4,640
2001,3,9,5,30,0,0,2,0.128,2,100,4,640
2001,3,9,6,30,7,0,2,0.128,2.5,89.09,6,650
2001,3,9,7,30,72,0,2,0.128,2.7,70.85000000000001,9,650
2001,3,9,8,30,283,119,1,0.128,2.4000000000000004,56.120000000000005,12,650
2001,3,9,9,30,387,70,1,0.128,2,44.660000000000004,15,650
2001,3,9,10,30,479,67,1,0.128,1.8,41.85,16,650
2001,3,9,11,30,452,32,1,0.128,1.6,42.76,16,640
2001,3,9,12,30,539,60,2,0.128,1.4000000000000001,47.39,15,640
2001,3,9,13,30,546,109,2,0.128,1.3,53.52,14,640
2001,3,9,14,30,462,349,3,0.128,1.3,59.89,13,640
2001,3,9,15,30,338,85,3,0.128,1.3,65.73,12,640
2001,3,9,16,30,182,33,4,0.128,1.4000000000000001,76,10,640
2001,3,9,17,30,80,50,4,0.128,1.5,87.07000000000001,8,640
2001,3,9,18,30,0,0,3,0.128,1.7000000000000002,98.24000000000001,6,640
2001,3,9,19,30,0,0,3,0.128,2,96.35000000000001,6,640
2001,3,9,20,30,0,0,3,0.128,2.2,94.60000000000001,6,650
2001,3,9,21,30,0,0,3,0.128,2.1,93.35000000000001,6,650
2001,3,9,22,30,0,0,2,0.128,1.9000000000000001,93.13,6,650
2001,3,9,23,30,0,0,2,0.128,1.6,93.17,6,640
2001,3,10,0,30,0,0,3,0.128,1.4000000000000001,93.47,6,640
2001,3,10,1,30,0,0,3,0.128,1.3,93.53,5,640
2001,3,10,2,30,0,0,2,0.128,1.3,100,5,640
2001,3,10,3,30,0,0,2,0.128,1.4000000000000001,99.84,5,640
2001,3,10,4,30,0,0,2,0.128,1.5,98.83,5,640
2001,3,10,5,30,0,0,2,0.128,1.7000000000000002,97.21000000000001,5,640
2001,3,10,6,30,27,116,2,0.128,1.8,83.35000000000001,7,640
2001,3,10,7,30,62,762,1,0.128,1.4000000000000001,65.22,10,640
2001,3,10,8,30,78,912,1,0.128,0.9,51.85,13,640
2001,3,10,9,30,408,274,1,0.128,0.5,44.84,15,640
2001,3,10,10,30,207,29,1,0.128,0.30000000000000004,42.67,16,640
2001,3,10,11,30,414,27,2,0.128,0.30000000000000004,41.61,16,640
2001,3,10,12,30,163,17,2,0.128,0.4,46.68,15,640
2001,3,10,13,30,375,25,3,0.128,0.4,55.94,14,640
2001,3,10,14,30,460,349,3,0.128,0.30000000000000004,61.690000000000005,13,640
2001,3,10,15,30,307,489,4,0.128,0.30000000000000004,71.25,11,640
2001,3,10,16,30,201,315,4,0.128,0.2,81.28,9,640
2001,3,10,17,30,78,45,3,0.128,0.1,91.9,7,640
2001,3,10,18,30,0,0,3,0.128,0.1,90.13,6,640
2001,3,10,19,30,0,0,3,0.128,0.1,88.57000000000001,6,640
2001,3,10,20,30,0,0,3,0.128,0,93.23,6,640
2001,3,10,21,30,0,0,2,0.128,0.2,92.68,6,640
2001,3,10,22,30,0,0,2,0.128,0.4,92.7,6,640
2001,3,10,23,30,0,0,2,0.128,0.5,98.93,5,640
2001,3,11,0,30,0,0,2,0.128,0.5,97.88,5,640
2001,3,11,1,30,0,0,2,0.128,0.4,96.92,5,640
2001,3,11,2,30,0,0,2,0.128,0.2,96.07000000000001,4,640
2001,3,11,3,30,0,0,2,0.128,0.2,100,4,640
2001,3,11,4,30,0,0,2,0.128,0.2,100,4,640
2001,3,11,5,30,0,0,1,0.128,0.4,99.25,4,640
2001,3,11,6,30,2,0,1,0.128,0.4,79.01,6,640
2001,3,11,7,30,132,337,1,0.128,0.5,62.88,10,650
2001,3,11,8,30,259,57,1,0.128,0.9,50.21,13,650
2001,3,11,9,30,397,85,0,0.128,1.1,43.9,15,650
2001,3,11,10,30,518,141,1,0.128,1.1,41.86,16,640
2001,3,11,11,30,362,23,1,0.128,0.9,43.47,16,640
2001,3,11,12,30,608,286,2,0.128,0.8,49.61,15,640
2001,3,11,13,30,323,22,3,0.128,0.6000000000000001,56.31,13,640
2001,3,11,14,30,371,34,4,0.128,0.30000000000000004,67,12,640
2001,3,11,15,30,140,814,4,0.128,0.2,73.06,11,640
2001,3,11,16,30,201,72,4,0.128,0.4,83.81,9,640
2001,3,11,17,30,33,0,4,0.128,0.6000000000000001,94.72,7,640
2001,3,11,18,30,0,0,3,0.128,0.8,98.27,6,640
2001,3,11,19,30,0,0,3,0.128,1.1,97.5,6,640
2001,3,11,20,30,0,0,3,0.128,1.2000000000000002,96.57000000000001,6,650
2001,3,11,21,30,0,0,3,0.128,1.2000000000000002,96.37,6,650
2001,3,11,22,30,0,0,3,0.128,1.2000000000000002,96.7,6,650
2001,3,11,23,30,0,0,3,0.128,1.1,97.23,6,650
2001,3,12,0,30,0,0,3,0.128,1,97.44,6,640
2001,3,12,1,30,0,0,2,0.128,1,100,5,640
2001,3,12,2,30,0,0,2,0.128,0.9,100,5,640
2001,3,12,3,30,0,0,2,0.128,0.9,100,5,640
2001,3,12,4,30,0,0,2,0.128,1.1,100,5,640
2001,3,12,5,30,0,0,2,0.128,1.6,100,5,650
2001,3,12,6,30,26,352,3,0.128,2.3000000000000003,89.2,7,650
2001,3,12,7,30,107,507,2,0.128,2.5,70.24,10,650
2001,3,12,8,30,245,42,2,0.128,2.4000000000000004,54.04,13,650
2001,3,12,9,30,351,43,1,0.128,2,42.39,16,650
2001,3,12,10,30,482,71,1,0.128,1.6,39.300000000000004,17,650
2001,3,12,11,30,529,63,1,0.128,1.1,36.97,18,650
2001,3,12,12,30,582,115,1,0.128,0.8,40.480000000000004,17,640
2001,3,12,13,30,555,161,2,0.128,0.7000000000000001,46.29,16,640
2001,3,12,14,30,442,351,3,0.128,0.8,56.410000000000004,14,640
2001,3,12,15,30,351,171,4,0.128,1.1,67.34,12,640
2001,3,12,16,30,209,220,4,0.128,1.5,74.04,10,640
2001,3,12,17,30,65,384,4,0.128,1.8,85.51,8,640
2001,3,12,18,30,0,0,4,0.128,2.1,96.25,7,640
2001,3,12,19,30,0,0,4,0.128,2.1,93.44,7,640
2001,3,12,20,30,0,0,3,0.128,2.1,93.19,7,650
2001,3,12,21,30,0,0,4,0.128,2,93.57000000000001,7,650
2001,3,12,22,30,0,0,4,0.128,1.8,94.65,7,650
2001,3,12,23,30,0,0,4,0.128,1.5,95.71000000000001,7,640
2001,3,13,0,30,0,0,4,0.128,1.2000000000000002,96.16,7,640
2001,3,13,1,30,0,0,4,0.128,1,95.96000000000001,7,640
2001,3,13,2,30,0,0,4,0.128,0.9,95.35000000000001,7,640
2001,3,13,3,30,0,0,4,0.128,0.9,94.51,7,640
2001,3,13,4,30,0,0,4,0.128,0.9,94.05,6,640
2001,3,13,5,30,0,0,4,0.128,1.1,93.85000000000001,6,640
2001,3,13,6,30,17,0,3,0.128,1.5,86.71000000000001,8,640
2001,3,13,7,30,112,8,3,0.128,1.7000000000000002,66.23,11,650
2001,3,13,8,30,252,50,2,0.128,1.6,50.59,14,650
2001,3,13,9,30,413,134,1,0.128,1.5,43.11,16,640
2001,3,13,10,30,98,1009,1,0.128,1.3,40.46,17,640
2001,3,13,11,30,524,60,1,0.128,0.9,38.7,17,640
2001,3,13,12,30,561,82,2,0.128,0.6000000000000001,43.71,16,640
2001,3,13,13,30,551,229,3,0.128,0.4,53.120000000000005,15,640
2001,3,13,14,30,372,34,4,0.128,0.4,63.4,13,640
2001,3,13,15,30,303,476,4,0.128,0.5,73.83,11,640
2001,3,13,16,30,208,221,4,0.128,0.7000000000000001,84.74,9,640
2001,3,13,17,30,19,0,4,0.128,0.9,90.11,8,640
2001,3,13,18,30,0,0,4,0.128,1.2000000000000002,94.91,7,640
2001,3,13,19,30,0,0,4,0.129,1.4000000000000001,93.42,7,640
2001,3,13,20,30,0,0,3,0.129,1.5,92.84,7,640
2001,3,13,21,30,0,0,4,0.129,1.5,93.31,7,640
2001,3,13,22,30,0,0,4,0.129,1.5,93.72,7,640
2001,3,13,23,30,0,0,4,0.129,1.4000000000000001,94.28,7,640
2001,3,14,0,30,0,0,4,0.129,1.2000000000000002,94.32000000000001,6,640
2001,3,14,1,30,0,0,3,0.129,1.2000000000000002,99.97,6,640
2001,3,14,2,30,0,0,2,0.129,1.6,100,5,640
2001,3,14,3,30,0,0,2,0.129,1.9000000000000001,100,5,640
2001,3,14,4,30,0,0,2,0.129,1.9000000000000001,99.18,5,640
2001,3,14,5,30,0,0,2,0.129,2.1,98.24000000000001,5,640
2001,3,14,6,30,7,0,2,0.129,2.4000000000000004,90.22,6,640
2001,3,14,7,30,63,747,2,0.129,2.4000000000000004,78.79,8,640
2001,3,14,8,30,275,91,2,0.129,2.2,70.39,10,640
2001,3,14,9,30,364,51,2,0.129,2.1,65.27,11,640
2001,3,14,10,30,261,21,2,0.129,2.1,60.77,12,640
2001,3,14,11,30,593,290,2,0.129,2.1,57.39,13,640
2001,3,14,12,30,592,169,3,0.129,2,58,13,640
2001,3,14,13,30,530,91,3,0.129,1.8,62.690000000000005,12,640
2001,3,14,14,30,423,61,3,0.129,1.6,63.43,11,640
2001,3,14,15,30,344,127,3,0.129,1.4000000000000001,68.82000000000001,10,640
2001,3,14,16,30,206,128,3,0.129,1.3,80.12,9,640
2001,3,14,17,30,79,74,4,0.129,1.3,87.49,7,640
2001,3,14,18,30,0,0,4,0.129,1.4000000000000001,94.96000000000001,7,640
2001,3,14,19,30,0,0,4,0.129,1.5,94.35000000000001,7,640
2001,3,14,20,30,0,0,4,0.129,1.5,93.65,6,640
2001,3,14,21,30,0,0,4,0.129,1.4000000000000001,100,6,640
2001,3,14,22,30,0,0,4,0.129,1.3,100,6,640
2001,3,14,23,30,0,0,3,0.129,1.2000000000000002,99.08,6,640
2001,3,15,0,30,0,0,3,0.129,1.1,97.93,6,640
2001,3,15,1,30,0,0,3,0.129,0.9,96.86,6,640
2001,3,15,2,30,0,0,3,0.129,0.8,95.79,6,640
2001,3,15,3,30,0,0,3,0.129,0.8,94.79,6,640
2001,3,15,4,30,0,0,3,0.129,0.9,94.07000000000001,6,640
2001,3,15,5,30,0,0,3,0.129,1.2000000000000002,93.76,6,640
2001,3,15,6,30,4,0,3,0.129,1.5,87.68,7,640
2001,3,15,7,30,75,695,3,0.129,1.5,76.9,9,640
2001,3,15,8,30,216,25,2,0.129,1.3,61.39,12,640
2001,3,15,9,30,415,204,2,0.129,1.2000000000000002,51.68,14,640
2001,3,15,10,30,273,21,2,0.129,1.1,48.5,15,640
2001,3,15,11,30,318,22,2,0.129,1,49.94,15,640
2001,3,15,12,30,591,175,3,0.129,0.9,52.08,14,640
2001,3,15,13,30,134,960,3,0.129,0.6000000000000001,57.56,14,640
2001,3,15,14,30,365,33,4,0.129,0.4,63.18,13,640
2001,3,15,15,30,344,143,4,0.129,0.2,68.57000000000001,11,640
2001,3,15,16,30,155,17,4,0.129,0.30000000000000004,79.41,9,640
2001,3,15,17,30,71,369,4,0.129,0.6000000000000001,91.35000000000001,7,640
2001,3,15,18,30,0,0,4,0.129,0.7000000000000001,100,6,640
2001,3,15,19,30,0,0,2,0.129,0.6000000000000001,100,5,640
2001,3,15,20,30,0,0,2,0.129,0.4,100,5,640
2001,3,15,21,30,0,0,2,0.129,0.4,98.37,5,640
2001,3,15,22,30,0,0,2,0.129,0.7000000000000001,96,4,640
2001,3,15,23,30,0,0,2,0.129,1.1,100,4,640
2001,3,16,0,30,0,0,1,0.129,1.2000000000000002,99.79,4,640
2001,3,16,1,30,0,0,1,0.129,1.3,98.4,4,640
2001,3,16,2,30,0,0,1,0.129,1.2000000000000002,97.58,4,640
2001,3,16,3,30,0,0,1,0.129,1.2000000000000002,97.49000000000001,4,640
2001,3,16,4,30,0,0,1,0.129,1.4000000000000001,90.64,4,640
2001,3,16,5,30,0,0,1,0.129,1.7000000000000002,90.49,4,640
2001,3,16,6,30,2,0,1,0.129,2.1,84.64,6,640
2001,3,16,7,30,123,22,1,0.129,2.4000000000000004,74.09,8,640
2001,3,16,8,30,171,13,1,0.129,2.3000000000000003,59.7,11,640
2001,3,16,9,30,163,15,1,0.129,2.2,47.56,13,640
2001,3,16,10,30,175,17,1,0.129,1.9000000000000001,45,14,640
2001,3,16,11,30,557,301,1,0.129,1.5,46.45,15,640
2001,3,16,12,30,347,23,2,0.129,1.3,51.7,14,640
2001,3,16,13,30,415,30,2,0.129,1.2000000000000002,57.730000000000004,13,640
2001,3,16,14,30,183,17,3,0.129,1.2000000000000002,63.21,12,640
2001,3,16,15,30,285,38,3,0.129,1.2000000000000002,72.77,10,640
2001,3,16,16,30,197,81,3,0.129,1.2000000000000002,77.9,9,640
2001,3,16,17,30,78,99,3,0.129,1.2000000000000002,89.74,7,640
2001,3,16,18,30,0,0,3,0.129,1.5,89.87,6,640
2001,3,16,19,30,0,0,3,0.129,1.7000000000000002,89.25,6,640
2001,3,16,20,30,0,0,3,0.129,1.8,95.47,6,640
2001,3,16,21,30,0,0,3,0.129,1.9000000000000001,95.77,6,640
2001,3,16,22,30,0,0,3,0.129,2,96.24000000000001,6,640
2001,3,16,23,30,0,0,2,0.129,2.1,100,5,640
2001,3,17,0,30,0,0,2,0.129,2,100,5,640
2001,3,17,1,30,0,0,2,0.129,2,100,5,640
2001,3,17,2,30,0,0,2,0.129,2,100,5,640
2001,3,17,3,30,0,0,2,0.129,2.1,100,4,640
2001,3,17,4,30,0,0,2,0.129,2.1,100,4,640
2001,3,17,5,30,0,0,2,0.129,2.3000000000000003,100,4,640
2001,3,17,6,30,11,0,2,0.129,2.7,89.32000000000001,6,640
2001,3,17,7,30,51,817,1,0.129,2.7,69.27,9,640
2001,3,17,8,30,64,945,1,0.129,2.3000000000000003,55.27,12,640
2001,3,17,9,30,300,26,1,0.129,2.1,48.07,14,640
2001,3,17,10,30,369,27,1,0.129,2,45.64,15,640
2001,3,17,11,30,549,292,1,0.129,1.9000000000000001,43.77,16,640
2001,3,17,12,30,308,22,2,0.129,1.8,45.21,15,640
2001,3,17,13,30,365,24,2,0.129,1.8,49.88,15,640
2001,3,17,14,30,114,951,3,0.129,1.8,54.26,14,640
2001,3,17,15,30,200,16,3,0.129,1.8,58.660000000000004,13,640
2001,3,17,16,30,75,0,3,0.129,1.8,68.12,11,640
2001,3,17,17,30,51,528,3,0.129,1.8,79.71000000000001,9,640
2001,3,17,18,30,0,0,4,0.129,2,94.31,7,640
2001,3,17,19,30,0,0,4,0.129,2.2,95.52,6,640
2001,3,17,20,30,0,0,4,0.129,2.3000000000000003,100,6,640
2001,3,17,21,30,0,0,4,0.129,2.3000000000000003,100,5,640
2001,3,17,22,30,0,0,2,0.129,2.4000000000000004,100,5,640
2001,3,17,23,30,0,0,2,0.129,2.5,100,5,640
2001,3,18,0,30,0,0,2,0.129,2.4000000000000004,100,5,640
2001,3,18,1,30,0,0,2,0.129,2.4000000000000004,100,5,640
2001,3,18,2,30,0,0,2,0.129,2.3000000000000003,100,5,640
2001,3,18,3,30,0,0,2,0.129,2.3000000000000003,100,5,640
2001,3,18,4,30,0,0,2,0.129,2.3000000000000003,100,5,640
2001,3,18,5,30,0,0,2,0.129,2.5,100,5,640
2001,3,18,6,30,26,176,3,0.129,3,93.43,6,640
2001,3,18,7,30,128,359,2,0.129,3.1,67.89,10,640
2001,3,18,8,30,185,16,1,0.129,2.6,53.6,13,640
2001,3,18,9,30,203,17,1,0.129,2.2,46.19,15,640
2001,3,18,10,30,474,68,1,0.129,1.9000000000000001,43.29,16,640
2001,3,18,11,30,555,96,1,0.129,1.7000000000000002,43.7,16,640
2001,3,18,12,30,587,171,2,0.129,1.6,48.69,15,640
2001,3,18,13,30,441,37,3,0.129,1.6,54.69,14,640
2001,3,18,14,30,171,16,3,0.129,1.7000000000000002,61.120000000000005,12,640
2001,3,18,15,30,339,213,4,0.129,1.8,71.89,11,640
2001,3,18,16,30,199,235,4,0.129,1.8,78.15,10,640
2001,3,18,17,30,72,220,4,0.129,1.7000000000000002,90.48,8,640
2001,3,18,18,30,0,0,4,0.129,1.7000000000000002,97.27,7,640
2001,3,18,19,30,0,0,4,0.129,1.6,96.9,7,640
2001,3,18,20,30,0,0,4,0.129,1.5,97.12,7,640
2001,3,18,21,30,0,0,4,0.129,1.5,100,6,640
2001,3,18,22,30,0,0,4,0.129,1.4000000000000001,100,6,640
2001,3,18,23,30,0,0,4,0.129,1.4000000000000001,100,5,640
2001,3,19,0,30,0,0,2,0.129,1.6,100,5,640
2001,3,19,1,30,0,0,2,0.129,1.7000000000000002,100,5,640
2001,3,19,2,30,0,0,2,0.129,1.6,100,5,640
2001,3,19,3,30,0,0,2,0.129,1.6,100,4,640
2001,3,19,4,30,0,0,2,0.129,1.7000000000000002,100,4,640
2001,3,19,5,30,0,0,2,0.129,1.7000000000000002,100,4,640
2001,3,19,6,30,2,0,2,0.129,1.9000000000000001,87.65,6,640
2001,3,19,7,30,73,0,2,0.129,2,66.06,9,640
2001,3,19,8,30,161,12,1,0.129,1.8,52.78,12,640
2001,3,19,9,30,228,18,1,0.129,1.5,45.47,15,640
2001,3,19,10,30,334,23,1,0.129,1.2000000000000002,42.74,16,640
2001,3,19,11,30,198,20,1,0.129,1,43.53,16,640
2001,3,19,12,30,585,189,2,0.129,1,48.89,15,640
2001,3,19,13,30,393,27,3,0.129,1,55.230000000000004,14,640
2001,3,19,14,30,460,188,3,0.129,1,65.45,12,640
2001,3,19,15,30,278,530,4,0.129,1,75.86,10,640
2001,3,19,16,30,66,0,3,0.129,1,86.28,7,640
2001,3,19,17,30,25,0,3,0.129,1.2000000000000002,96.63,6,640
2001,3,19,18,30,0,0,2,0.129,1.5,100,5,640
2001,3,19,19,30,0,0,2,0.129,1.6,98.67,5,640
2001,3,19,20,30,0,0,2,0.129,1.4000000000000001,95.97,5,640
2001,3,19,21,30,0,0,2,0.129,1,93.43,5,640
2001,3,19,22,30,0,0,1,0.129,0.6000000000000001,91.07000000000001,4,640
2001,3,19,23,30,0,0,1,0.129,0.4,95.85000000000001,4,640
2001,3,20,0,30,0,0,1,0.129,0.30000000000000004,94.39,4,640
2001,3,20,1,30,0,0,1,0.129,0.30000000000000004,93.68,4,640
2001,3,20,2,30,0,0,1,0.129,0.5,93.32000000000001,4,640
2001,3,20,3,30,0,0,0,0.129,0.8,92.99,4,640
2001,3,20,4,30,0,0,0,0.129,1.1,93.08,4,640
2001,3,20,5,30,0,0,1,0.129,1.4000000000000001,93.29,4,640
2001,3,20,6,30,2,0,1,0.129,1.9000000000000001,81.95,6,640
2001,3,20,7,30,19,0,1,0.129,2,68.41,9,640
2001,3,20,8,30,225,33,1,0.129,1.9000000000000001,55.68,12,640
2001,3,20,9,30,166,15,1,0.129,1.8,48.04,14,640
2001,3,20,10,30,299,22,1,0.129,1.6,45.550000000000004,15,640
2001,3,20,11,30,568,134,1,0.129,1.3,43.54,16,640
2001,3,20,12,30,399,25,2,0.129,1,48.86,15,640
2001,3,20,13,30,510,77,3,0.129,0.7000000000000001,58.72,13,640
