,Unnamed: 0,4299 WATER OUTLET,4292 WATER OUTLET,AUX HW LOOP WATER HEATER,AUX HW LOOP SUPPLY SIDE INLET,Environment,Environment.1,Environment.2,AUX HW LOOP WATER HEATER DHW INLET NODE,AUX HW LOOP SUPPLY SIDE OUTLET
218,10/01/2002 03:00,0.0,0.0,0.0,17.1299962632497,6.1,0.0,0.0,17.1299962632497,50.7823702733563
219,10/01/2002 04:00,0.0,0.0,0.0,17.1299962632497,6.175,0.0,0.0,17.1299962632497,50.7823702733563
220,10/01/2002 05:00,0.0,0.0,0.0,17.1299962632497,6.275,0.0,0.0,17.1299962632497,50.7823702733563
221,10/01/2002 06:00,0.0,0.0,0.0,17.1299962632497,6.3,24.5,11.75,17.1299962632497,50.7823702733563
222,10/01/2002 07:00,0.0,0.0,0.0,17.1299962632497,6.375,120.5,52.0,17.1299962632497,50.7823702733563
223,10/01/2002 08:00,6833.83060951224,905.140518472433,2370.53077310678,17.1735363728562,6.85,233.75,72.75,44.1440705870208,52.0855467527862
224,10/01/2002 09:00,6897.82749345054,913.61690251214,3919.04555394304,17.1742743428484,7.375,336.25,82.5,39.2715539492864,52.4097291276753
225,10/01/2002 10:00,6929.71530492628,917.840441528739,4667.39039675893,17.1742743428484,7.95,428.0,70.25,37.2974179138634,52.5656364700279
226,10/01/2002 11:00,0.0,0.0,0.0,17.1742743428484,8.175,457.25,100.25,17.1742743428484,54.3451826316966
227,10/01/2002 12:00,0.0,0.0,0.0,17.1742743428484,8.2,481.25,98.0,17.1742743428484,54.3451826316966
228,10/01/2002 13:00,0.0,0.0,0.0,17.1742743428484,8.275,469.75,100.5,17.1742743428484,54.3451826316966
229,10/01/2002 14:00,0.0,0.0,0.0,17.1742743428484,8.0,435.0,98.25,17.1742743428484,54.3451826316966
230,10/01/2002 15:00,0.0,0.0,0.0,17.1742743428484,7.6,383.0,80.5,17.1742743428484,54.3451826316966
231,10/01/2002 16:00,0.0,0.0,0.0,17.1742743428484,7.275,267.5,103.25,17.1742743428484,54.3451826316966
232,10/01/2002 17:00,0.0,0.0,0.0,17.1742743428484,6.9,168.75,63.5,17.1742743428484,54.3451826316966
233,10/01/2002 18:00,0.0,0.0,0.0,17.1742743428484,6.5,57.0,37.5,17.1742743428484,54.3451826316966
234,10/01/2002 19:00,0.0,0.0,0.0,17.1742743428484,6.1,0.0,0.0,17.1742743428484,54.3451826316966
235,10/01/2002 20:00,1449.45485778809,191.980222578906,0.0,17.1742810348938,5.775,0.0,0.0,54.1354834417065,54.3567238160166
236,10/01/2002 21:00,1444.44772705855,191.317028367113,0.0,17.1742816431867,5.4,0.0,0.0,52.2519901520005,54.0081098835935
