1;"eplusout"

"Date/Time";"[1] Site Diffuse Solar Radiation Rate per Area (W/m2)";"[1] Site Direct Solar Radiation Rate per Area (W/m2)";"[1] Water Heater Electricity Rate (W)";"[1] Water Use Equipment Heating Rate (W)";"[1] Water Use Equipment Heating Rate (W)"
;"Environment";"Environment";"AUX HW LOOP WATER HEATER";"4299 WATER OUTLET";"4292 WATER OUTLET"
"9/11/2002 12:00";"506.25";"247";"0";"0";"0"
"9/11/2002 13:00";"468.75";"114.75";"0";"0";"0"
"9/11/2002 14:00";"421.75";"205.75";"0";"0";"0"
"9/11/2002 15:00";"320.75";"250.25";"0";"0";"0"
"9/11/2002 16:00";"197.75";"98.5";"0";"0";"0"
"9/11/2002 17:00";"107.25";"14.25";"0";"0";"0"
"9/11/2002 18:00";"9";"0";"0";"0";"0"
"9/11/2002 19:00";"0";"0";"0";"3273.5748804818";"434.053539019359"
"9/11/2002 20:00";"0";"0";"395.509779542375";"3183.73368797376";"422.141214120257"
"9/11/2002 21:00";"0";"0";"0";"0";"0"
"9/11/2002 22:00";"0";"0";"0";"0";"0"
"9/11/2002 23:00";"0";"0";"0";"0";"0"
"10/11/2002 00:00";"0";"0";"0";"0";"0"
"10/11/2002 01:00";"0";"0";"0";"0";"0"
"10/11/2002 02:00";"0";"0";"0";"0";"0"
"10/11/2002 03:00";"0";"0";"0";"0";"0"
"10/11/2002 04:00";"0";"0";"0";"0";"0"
"10/11/2002 05:00";"0";"0";"0";"0";"0"
"10/11/2002 06:00";"37.25";"20";"546.434677578377";"3211.25776767641";"425.790717992743"
"10/11/2002 07:00";"139.75";"133.75";"1269.16548559624";"3219.82064099075";"426.926096165524"
"10/11/2002 08:00";"253";"303";"0";"0";"0"
"10/11/2002 09:00";"370.75";"299.25";"0";"0";"0"
"10/11/2002 10:00";"504.25";"236.5";"0";"0";"0"
"10/11/2002 11:00";"499.25";"296.75";"0";"0";"0"
"10/11/2002 12:00";"515.25";"261.75";"0";"0";"0"
"10/11/2002 13:00";"484";"207.75";"0";"0";"0"
"10/11/2002 14:00";"402.25";"274.5";"0";"0";"0"
"10/11/2002 15:00";"342.5";"92";"0";"0";"0"
"10/11/2002 16:00";"244.5";"33.25";"0";"0";"0"
"10/11/2002 17:00";"114.25";"61.5";"0";"0";"0"
"10/11/2002 18:00";"12.5";"0";"0";"0";"0"
"10/11/2002 19:00";"0";"0";"0";"3307.30185261003";"438.525503812329"
"10/11/2002 20:00";"0";"0";"0";"3310.70397694942";"438.976602126439"
"10/11/2002 21:00";"0";"0";"0";"0";"0"
"10/11/2002 22:00";"0";"0";"0";"0";"0"
"10/11/2002 23:00";"0";"0";"0";"0";"0"
"11/11/2002 00:00";"0";"0";"0";"0";"0"
"11/11/2002 01:00";"0";"0";"0";"0";"0"
"11/11/2002 02:00";"0";"0";"0";"0";"0"
"11/11/2002 03:00";"0";"0";"0";"0";"0"
"11/11/2002 04:00";"0";"0";"0";"0";"0"
"11/11/2002 05:00";"0";"0";"0";"0";"0"
"11/11/2002 06:00";"37.5";"32.25";"403.531933084958";"3171.36400996943";"420.501079799116"
"11/11/2002 07:00";"144.75";"115.5";"1113.34543582317";"3197.26223338144";"423.935006297428"
"11/11/2002 08:00";"276.75";"81.75";"156.961521073856";"0";"0"
"11/11/2002 09:00";"369";"91.25";"0";"0";"0"
"11/11/2002 10:00";"450.25";"129.5";"0";"0";"0"
"11/11/2002 11:00";"450.25";"346.25";"0";"0";"0"
"11/11/2002 12:00";"443";"363.25";"0";"0";"0"
"11/11/2002 13:00";"449.75";"328.5";"0";"0";"0"
"11/11/2002 14:00";"477.25";"188.5";"0";"0";"0"
"11/11/2002 15:00";"342";"103.75";"0";"0";"0"
"11/11/2002 16:00";"239.75";"76";"0";"0";"0"
"11/11/2002 17:00";"103.75";"70.5";"0";"0";"0"
"11/11/2002 18:00";"11";"0";"0";"0";"0"
"11/11/2002 19:00";"0";"0";"0";"3392.92601887754";"449.878680003772"
"11/11/2002 20:00";"0";"0";"0";"3329.49031808514";"441.467541895008"
"11/11/2002 21:00";"0";"0";"0";"0";"0"
"11/11/2002 22:00";"0";"0";"0";"0";"0"
"11/11/2002 23:00";"0";"0";"0";"0";"0"
"12/11/2002 00:00";"0";"0";"0";"0";"0"
"12/11/2002 01:00";"0";"0";"0";"0";"0"
"12/11/2002 02:00";"0";"0";"0";"0";"0"
"12/11/2002 03:00";"0";"0";"0";"0";"0"
"12/11/2002 04:00";"0";"0";"0";"0";"0"
"12/11/2002 05:00";"0";"0";"0";"0";"0"
"12/11/2002 06:00";"37.25";"20.25";"404.191042660596";"3166.66772263239";"419.878384362683"
"12/11/2002 07:00";"147.5";"68.5";"1115.05445505267";"3190.80930345285";"423.079392121852"
"12/11/2002 08:00";"280.5";"44.25";"156.239518421471";"0";"0"
"12/11/2002 09:00";"368.75";"77.5";"0";"0";"0"
"12/11/2002 10:00";"462.75";"84.5";"0";"0";"0"
"12/11/2002 11:00";"503.75";"199.25";"0";"0";"0"
"12/11/2002 12:00";"502.25";"258.5";"0";"0";"0"
"12/11/2002 13:00";"495";"110";"0";"0";"0"
"12/11/2002 14:00";"449";"93.75";"0";"0";"0"
"12/11/2002 15:00";"336";"111.75";"0";"0";"0"
"12/11/2002 16:00";"244.25";"59.25";"0";"0";"0"
"12/11/2002 17:00";"118.5";"22.5";"0";"0";"0"
"12/11/2002 18:00";"13.5";"0";"0";"0";"0"
"12/11/2002 19:00";"0";"0";"0";"3356.92549262097";"445.105257553169"
"12/11/2002 20:00";"0";"0";"395.907807989368";"3186.10304470428";"422.455374544757"
"12/11/2002 21:00";"0";"0";"0";"0";"0"
"12/11/2002 22:00";"0";"0";"0";"0";"0"
"12/11/2002 23:00";"0";"0";"0";"0";"0"
"13/11/2002 00:00";"0";"0";"0";"0";"0"
"13/11/2002 01:00";"0";"0";"0";"0";"0"
"13/11/2002 02:00";"0";"0";"0";"0";"0"
"13/11/2002 03:00";"0";"0";"0";"0";"0"
"13/11/2002 04:00";"0";"0";"0";"0";"0"
"13/11/2002 05:00";"0";"0";"0";"0";"0"
"13/11/2002 06:00";"46";"26.5";"497.736695804583";"3192.70917244362";"423.331301697538"
"13/11/2002 07:00";"161.5";"96.75";"1319.88782052004";"3200.20038070215";"424.324584446477"
"13/11/2002 08:00";"285.5";"83.5";"0";"0";"0"
"13/11/2002 09:00";"378.5";"115.75";"0";"0";"0"
"13/11/2002 10:00";"474.5";"138.75";"0";"0";"0"
"13/11/2002 11:00";"489";"261.25";"0";"0";"0"
"13/11/2002 12:00";"509.25";"123.5";"0";"0";"0"
"13/11/2002 13:00";"480";"125.5";"0";"0";"0"
"13/11/2002 14:00";"449";"93";"0";"0";"0"
"13/11/2002 15:00";"337";"98.75";"0";"0";"0"
"13/11/2002 16:00";"245.75";"60.25";"0";"0";"0"
"13/11/2002 17:00";"114.25";"142.5";"0";"0";"0"
"13/11/2002 18:00";"14";"0";"0";"0";"0"
"13/11/2002 19:00";"0";"0";"0";"3170.86025987058";"420.434285996875"
"13/11/2002 20:00";"0";"0";"817.416283664435";"3164.7283315986";"419.621234435618"
"13/11/2002 21:00";"0";"0";"0";"0";"0"
"13/11/2002 22:00";"0";"0";"0";"0";"0"
"13/11/2002 23:00";"0";"0";"0";"0";"0"
"14/11/2002 00:00";"0";"0";"0";"0";"0"
"14/11/2002 01:00";"0";"0";"0";"0";"0"
"14/11/2002 02:00";"0";"0";"0";"0";"0"
"14/11/2002 03:00";"0";"0";"0";"0";"0"
"14/11/2002 04:00";"0";"0";"0";"0";"0"
"14/11/2002 05:00";"0";"0";"0";"0";"0"
"14/11/2002 06:00";"44.75";"66.5";"910.140954810909";"3188.98171702139";"422.837066716936"
"14/11/2002 07:00";"139";"322.75";"1490.60071641324";"3194.49952051965";"423.56868955236"
"14/11/2002 08:00";"229.5";"442.5";"0";"0";"0"
"14/11/2002 09:00";"369.5";"250";"0";"0";"0"
"14/11/2002 10:00";"444.5";"130.5";"0";"0";"0"
"14/11/2002 11:00";"526";"109.25";"0";"0";"0"
"14/11/2002 12:00";"683.25";"15.25";"0";"0";"0"
"14/11/2002 13:00";"639.25";"46";"0";"0";"0"
"14/11/2002 14:00";"420.75";"127";"0";"0";"0"
"14/11/2002 15:00";"337";"112.75";"0";"0";"0"
"14/11/2002 16:00";"244.25";"72.75";"0";"0";"0"
"14/11/2002 17:00";"116";"60.75";"0";"0";"0"
"14/11/2002 18:00";"13";"0";"0";"0";"0"
"14/11/2002 19:00";"0";"0";"0";"3167.90599540268";"420.042570824835"
"14/11/2002 20:00";"0";"0";"820.303494672896";"3147.29778411345";"417.310063590532"
"14/11/2002 21:00";"0";"0";"0";"0";"0"
"14/11/2002 22:00";"0";"0";"0";"0";"0"
"14/11/2002 23:00";"0";"0";"0";"0";"0"
"15/11/2002 00:00";"0";"0";"0";"0";"0"
"15/11/2002 01:00";"0";"0";"0";"0";"0"
"15/11/2002 02:00";"0";"0";"0";"0";"0"
"15/11/2002 03:00";"0";"0";"0";"0";"0"
"15/11/2002 04:00";"0";"0";"0";"0";"0"
"15/11/2002 05:00";"0";"0";"0";"0";"0"
"15/11/2002 06:00";"38.75";"20.75";"909.840546270052";"3184.40099784371";"422.229694824458"
"15/11/2002 07:00";"144.75";"87.75";"1482.59093564437";"3191.57546551979";"423.180979948237"
"15/11/2002 08:00";"273.5";"108.5";"0";"0";"0"
"15/11/2002 09:00";"369.25";"114.5";"0";"0";"0"
"15/11/2002 10:00";"477.75";"58";"0";"0";"0"
"15/11/2002 11:00";"566.75";"95.75";"0";"0";"0"
"15/11/2002 12:00";"462.5";"288";"0";"0";"0"
"15/11/2002 13:00";"468.5";"114.25";"0";"0";"0"
"15/11/2002 14:00";"424.25";"206";"0";"0";"0"
"15/11/2002 15:00";"324.5";"249.25";"0";"0";"0"
"15/11/2002 16:00";"202.75";"107";"0";"0";"0"
"15/11/2002 17:00";"117";"35.25";"0";"0";"0"
"15/11/2002 18:00";"12";"0";"0";"0";"0"
"15/11/2002 19:00";"0";"0";"0";"3213.98618405806";"426.152487260168"
"15/11/2002 20:00";"0";"0";"757.409124321828";"3137.40576357197";"415.998449626947"
"15/11/2002 21:00";"0";"0";"51.3969777939377";"0";"0"
"15/11/2002 22:00";"0";"0";"0";"0";"0"
"15/11/2002 23:00";"0";"0";"0";"0";"0"
"16/11/2002 00:00";"0";"0";"0";"0";"0"
"16/11/2002 01:00";"0";"0";"0";"0";"0"
"16/11/2002 02:00";"0";"0";"0";"0";"0"
"16/11/2002 03:00";"0";"0";"0";"0";"0"
"16/11/2002 04:00";"0";"0";"0";"0";"0"
"16/11/2002 05:00";"0";"0";"0";"0";"0"
"16/11/2002 06:00";"47";"32.75";"914.828799854918";"3174.55146901515";"420.923714970079"
"16/11/2002 07:00";"160.5";"119.25";"1482.90389291379";"3185.46128981682";"422.370282255667"
"16/11/2002 08:00";"280.25";"95";"0";"0";"0"
"16/11/2002 09:00";"378.5";"116.75";"0";"0";"0"
"16/11/2002 10:00";"474.25";"140.25";"0";"0";"0"
"16/11/2002 11:00";"470.5";"324.25";"0";"0";"0"
"16/11/2002 12:00";"461.25";"300.75";"0";"0";"0"
"16/11/2002 13:00";"480";"171.5";"0";"0";"0"
"16/11/2002 14:00";"396.75";"325.75";"0";"0";"0"
"16/11/2002 15:00";"307.5";"275.75";"0";"0";"0"
"16/11/2002 16:00";"202.5";"111.5";"0";"0";"0"
"16/11/2002 17:00";"113.5";"46.5";"0";"0";"0"
"16/11/2002 18:00";"11";"0";"0";"0";"0"
"16/11/2002 19:00";"0";"0";"0";"3314.37368516609";"439.463180224318"
"16/11/2002 20:00";"0";"0";"395.840209599961";"3154.42648022371";"418.255279719144"
"16/11/2002 21:00";"0";"0";"0";"0";"0"
"16/11/2002 22:00";"0";"0";"0";"0";"0"
"16/11/2002 23:00";"0";"0";"0";"0";"0"
"17/11/2002 00:00";"0";"0";"0";"0";"0"
"17/11/2002 01:00";"0";"0";"0";"0";"0"
"17/11/2002 02:00";"0";"0";"0";"0";"0"
"17/11/2002 03:00";"0";"0";"0";"0";"0"
"17/11/2002 04:00";"0";"0";"0";"0";"0"
"17/11/2002 05:00";"0";"0";"0";"0";"0"
"17/11/2002 06:00";"42";"32.75";"509.262007965831";"3166.48056539185";"419.853568598397"
"17/11/2002 07:00";"145.25";"119.25";"1305.93674678511";"3174.47187141776";"420.913160875516"
"17/11/2002 08:00";"289";"68.75";"0";"0";"0"
"17/11/2002 09:00";"400.75";"31.75";"0";"0";"0"
"17/11/2002 10:00";"452.25";"68.5";"0";"0";"0"
"17/11/2002 11:00";"470.25";"99.5";"0";"0";"0"
"17/11/2002 12:00";"515.75";"76";"0";"0";"0"
"17/11/2002 13:00";"573.75";"27.75";"0";"0";"0"
"17/11/2002 14:00";"449.5";"92.25";"0";"0";"0"
"17/11/2002 15:00";"339.25";"98.75";"0";"0";"0"
"17/11/2002 16:00";"248.5";"28.25";"0";"0";"0"
"17/11/2002 17:00";"115";"46.5";"0";"0";"0"
"17/11/2002 18:00";"12.5";"0";"0";"0";"0"
"17/11/2002 19:00";"0";"0";"216.321782079189";"3112.8341315904";"412.740420038354"
"17/11/2002 20:00";"0";"0";"601.593251042108";"3169.46133970873";"420.248798794283"
"17/11/2002 21:00";"0";"0";"0";"0";"0"
"17/11/2002 22:00";"0";"0";"0";"0";"0"
"17/11/2002 23:00";"0";"0";"0";"0";"0"
"18/11/2002 00:00";"0";"0";"0";"0";"0"
"18/11/2002 01:00";"0";"0";"0";"0";"0"
"18/11/2002 02:00";"0";"0";"0";"0";"0"
"18/11/2002 03:00";"0";"0";"0";"0";"0"
"18/11/2002 04:00";"0";"0";"0";"0";"0"
"18/11/2002 05:00";"0";"0";"0";"0";"0"
"18/11/2002 06:00";"39.5";"21.25";"1399.87743223431";"3158.47873717335";"418.792581150829"
"18/11/2002 07:00";"144.5";"89";"1530.98798392258";"3176.39016368875";"421.167513251588"
"18/11/2002 08:00";"272.75";"148.25";"0";"0";"0"
"18/11/2002 09:00";"365.25";"239.75";"0";"0";"0"
"18/11/2002 10:00";"465";"69.25";"0";"0";"0"
"18/11/2002 11:00";"575.75";"83.75";"0";"0";"0"
"18/11/2002 12:00";"502.5";"258.5";"0";"0";"0"
"18/11/2002 13:00";"496";"109.75";"0";"0";"0"
"18/11/2002 14:00";"450.25";"93";"0";"0";"0"
"18/11/2002 15:00";"339.5";"98.75";"0";"0";"0"
"18/11/2002 16:00";"249.75";"62.25";"0";"0";"0"
"18/11/2002 17:00";"117.25";"148.5";"0";"0";"0"
"18/11/2002 18:00";"14";"0";"0";"0";"0"
"18/11/2002 19:00";"0";"0";"0";"3202.48108169587";"424.62698972936"
"18/11/2002 20:00";"0";"0";"821.832431641532";"3123.19130398513";"414.113709941993"
"18/11/2002 21:00";"0";"0";"0";"0";"0"
"18/11/2002 22:00";"0";"0";"0";"0";"0"
"18/11/2002 23:00";"0";"0";"0";"0";"0"
"19/11/2002 00:00";"0";"0";"0";"0";"0"
"19/11/2002 01:00";"0";"0";"0";"0";"0"
"19/11/2002 02:00";"0";"0";"0";"0";"0"
"19/11/2002 03:00";"0";"0";"0";"0";"0"
"19/11/2002 04:00";"0";"0";"0";"0";"0"
"19/11/2002 05:00";"0";"0";"0";"0";"0"
"19/11/2002 06:00";"39.5";"21.25";"917.730507858651";"3162.61226121546";"419.340658040652"
"19/11/2002 07:00";"144.5";"89.25";"1489.42647596705";"3164.70227906892";"419.617780049168"
"19/11/2002 08:00";"272.5";"108.5";"0";"0";"0"
"19/11/2002 09:00";"368.25";"114.75";"0";"0";"0"
"19/11/2002 10:00";"444.5";"136";"0";"0";"0"
"19/11/2002 11:00";"484.5";"268.75";"0";"0";"0"
"19/11/2002 12:00";"553.5";"92";"0";"0";"0"
"19/11/2002 13:00";"597.25";"92";"0";"0";"0"
"19/11/2002 14:00";"397.75";"325.5";"0";"0";"0"
"19/11/2002 15:00";"318.75";"280.75";"0";"0";"0"
"19/11/2002 16:00";"237.5";"154.5";"0";"0";"0"
"19/11/2002 17:00";"125.25";"123.75";"0";"0";"0"
"19/11/2002 18:00";"13.5";"0";"0";"0";"0"
"19/11/2002 19:00";"0";"0";"0";"3235.39514604861";"428.991168536144"
"19/11/2002 20:00";"0";"0";"397.939822305861";"3114.491163891";"412.960131137262"
"19/11/2002 21:00";"0";"0";"0";"0";"0"
"19/11/2002 22:00";"0";"0";"0";"0";"0"
"19/11/2002 23:00";"0";"0";"0";"0";"0"
"20/11/2002 00:00";"0";"0";"0";"0";"0"
"20/11/2002 01:00";"0";"0";"0";"0";"0"
"20/11/2002 02:00";"0";"0";"0";"0";"0"
"20/11/2002 03:00";"0";"0";"0";"0";"0"
"20/11/2002 04:00";"0";"0";"0";"0";"0"
"20/11/2002 05:00";"0";"0";"0";"0";"0"
"20/11/2002 06:00";"46.5";"52";"797.834119543843";"3146.55899994526";"417.212105885429"
"20/11/2002 07:00";"162.5";"209.25";"1019.77766121048";"3155.04335259564";"418.337072757622"
"20/11/2002 08:00";"285.25";"240.25";"0";"0";"0"
"20/11/2002 09:00";"370.25";"294.75";"0";"0";"0"
"20/11/2002 10:00";"485.75";"251.25";"0";"0";"0"
"20/11/2002 11:00";"430.5";"365.25";"0";"0";"0"
"20/11/2002 12:00";"462.25";"313.75";"0";"0";"0"
"20/11/2002 13:00";"485.75";"205.25";"0";"0";"0"
"20/11/2002 14:00";"398.75";"322.75";"0";"0";"0"
"20/11/2002 15:00";"331";"286";"0";"0";"0"
"20/11/2002 16:00";"265.5";"195.5";"0";"0";"0"
"20/11/2002 17:00";"106";"186";"0";"0";"0"
"20/11/2002 18:00";"14";"0";"0";"0";"0"
"20/11/2002 19:00";"0";"0";"0";"3219.82438840671";"426.926593047135"
"20/11/2002 20:00";"0";"0";"0";"3297.25481368831";"437.193335476531"
"20/11/2002 21:00";"0";"0";"0";"0";"0"
"20/11/2002 22:00";"0";"0";"0";"0";"0"
"20/11/2002 23:00";"0";"0";"0";"0";"0"
"21/11/2002 00:00";"0";"0";"0";"0";"0"
"21/11/2002 01:00";"0";"0";"0";"0";"0"
"21/11/2002 02:00";"0";"0";"0";"0";"0"
"21/11/2002 03:00";"0";"0";"0";"0";"0"
"21/11/2002 04:00";"0";"0";"0";"0";"0"
"21/11/2002 05:00";"0";"0";"0";"0";"0"
"21/11/2002 06:00";"42.5";"21.75";"404.821809625264";"3109.27057977883";"412.267917550475"
"21/11/2002 07:00";"147.5";"73.25";"865.101261677383";"3143.84204189892";"416.851855914545"
"21/11/2002 08:00";"287.5";"47.25";"0";"0";"0"
"21/11/2002 09:00";"379";"152.25";"0";"0";"0"
"21/11/2002 10:00";"410.25";"340";"0";"0";"0"
"21/11/2002 11:00";"446.5";"351.25";"0";"0";"0"
"21/11/2002 12:00";"495";"313";"0";"0";"0"
"21/11/2002 13:00";"432.75";"307.25";"0";"0";"0"
"21/11/2002 14:00";"423";"128.25";"0";"0";"0"
"21/11/2002 15:00";"334.75";"180.5";"0";"0";"0"
"21/11/2002 16:00";"228";"384.5";"0";"0";"0"
"21/11/2002 17:00";"110.5";"441.75";"0";"0";"0"
"21/11/2002 18:00";"18.5";"84";"0";"0";"0"
"21/11/2002 19:00";"0";"0";"0";"3319.24448528447";"440.109014856617"
"21/11/2002 20:00";"0";"0";"0";"3303.94579168691";"438.080513190752"
"21/11/2002 21:00";"0";"0";"0";"0";"0"
"21/11/2002 22:00";"0";"0";"0";"0";"0"
"21/11/2002 23:00";"0";"0";"0";"0";"0"
"22/11/2002 00:00";"0";"0";"0";"0";"0"
"22/11/2002 01:00";"0";"0";"0";"0";"0"
"22/11/2002 02:00";"0";"0";"0";"0";"0"
"22/11/2002 03:00";"0";"0";"0";"0";"0"
"22/11/2002 04:00";"0";"0";"0";"0";"0"
"22/11/2002 05:00";"0";"0";"0";"0";"0"
"22/11/2002 06:00";"46.25";"52.5";"398.177202461658";"3105.505220735";"411.768656810054"
"22/11/2002 07:00";"140.25";"283";"869.581441798515";"3133.41256796545";"415.468979323598"
"22/11/2002 08:00";"195.75";"526";"0";"0";"0"
"22/11/2002 09:00";"256.25";"581.5";"0";"0";"0"
"22/11/2002 10:00";"367.5";"527";"0";"0";"0"
"22/11/2002 11:00";"429.5";"472.5";"0";"0";"0"
"22/11/2002 12:00";"520.5";"270.5";"0";"0";"0"
"22/11/2002 13:00";"647";"84.25";"0";"0";"0"
"22/11/2002 14:00";"432.5";"289.5";"0";"0";"0"
"22/11/2002 15:00";"321.5";"294.5";"0";"0";"0"
"22/11/2002 16:00";"240.5";"167.5";"0";"0";"0"
"22/11/2002 17:00";"117";"59.25";"0";"0";"0"
"22/11/2002 18:00";"15";"0";"0";"0";"0"
"22/11/2002 19:00";"0";"0";"0";"3278.46903271157";"434.702469981194"
"22/11/2002 20:00";"0";"0";"0";"3355.22599630838";"444.879916018009"
"22/11/2002 21:00";"0";"0";"0";"0";"0"
"22/11/2002 22:00";"0";"0";"0";"0";"0"
"22/11/2002 23:00";"0";"0";"0";"0";"0"
"23/11/2002 00:00";"0";"0";"0";"0";"0"
"23/11/2002 01:00";"0";"0";"0";"0";"0"
"23/11/2002 02:00";"0";"0";"0";"0";"0"
"23/11/2002 03:00";"0";"0";"0";"0";"0"
"23/11/2002 04:00";"0";"0";"0";"0";"0"
"23/11/2002 05:00";"0";"0";"0";"0";"0"
"23/11/2002 06:00";"48";"74";"0";"3240.34203665828";"429.64709224483"
"23/11/2002 07:00";"142.75";"353.25";"399.907518161579";"3088.69093157822";"409.539197585488"
"23/11/2002 08:00";"217.25";"468";"0";"0";"0"
"23/11/2002 09:00";"373.25";"274";"0";"0";"0"
"23/11/2002 10:00";"533.5";"160.5";"0";"0";"0"
"23/11/2002 11:00";"651.5";"170.25";"0";"0";"0"
"23/11/2002 12:00";"371.75";"577.75";"0";"0";"0"
"23/11/2002 13:00";"425.5";"465.5";"0";"0";"0"
"23/11/2002 14:00";"398.25";"328.5";"0";"0";"0"
"23/11/2002 15:00";"332.5";"290.25";"0";"0";"0"
"23/11/2002 16:00";"268.25";"199";"0";"0";"0"
"23/11/2002 17:00";"109.5";"199.5";"0";"0";"0"
"23/11/2002 18:00";"18";"15";"0";"0";"0"
"23/11/2002 19:00";"0";"0";"0";"3179.10288035346";"421.527200844406"
"23/11/2002 20:00";"0";"0";"0";"3344.98563402965";"443.522114333244"
"23/11/2002 21:00";"0";"0";"0";"0";"0"
"23/11/2002 22:00";"0";"0";"0";"0";"0"
"23/11/2002 23:00";"0";"0";"0";"0";"0"
"24/11/2002 00:00";"0";"0";"0";"0";"0"
"24/11/2002 01:00";"0";"0";"0";"0";"0"
"24/11/2002 02:00";"0";"0";"0";"0";"0"
"24/11/2002 03:00";"0";"0";"0";"0";"0"
"24/11/2002 04:00";"0";"0";"0";"0";"0"
"24/11/2002 05:00";"0";"0";"0";"0";"0"
"24/11/2002 06:00";"39.25";"22.5";"0";"3309.72583850714";"438.846907689004"
"24/11/2002 07:00";"143.5";"93.25";"397.41253020098";"3104.60374547934";"411.649127384473"
"24/11/2002 08:00";"270.5";"104.5";"0";"0";"0"
"24/11/2002 09:00";"363.75";"100.25";"0";"0";"0"
"24/11/2002 10:00";"436.75";"139.25";"0";"0";"0"
"24/11/2002 11:00";"450.25";"341";"0";"0";"0"
"24/11/2002 12:00";"461.25";"299";"0";"0";"0"
"24/11/2002 13:00";"480.75";"170.5";"0";"0";"0"
"24/11/2002 14:00";"400.25";"324.25";"0";"0";"0"
"24/11/2002 15:00";"321.75";"269";"0";"0";"0"
"24/11/2002 16:00";"233.25";"107";"0";"0";"0"
"24/11/2002 17:00";"115.25";"79";"0";"0";"0"
"24/11/2002 18:00";"19";"11";"0";"0";"0"
"24/11/2002 19:00";"0";"0";"0";"3298.88402687775";"437.409357952422"
"24/11/2002 20:00";"0";"0";"0";"3334.41148711733";"442.120055099233"
"24/11/2002 21:00";"0";"0";"0";"0";"0"
"24/11/2002 22:00";"0";"0";"0";"0";"0"
"24/11/2002 23:00";"0";"0";"0";"0";"0"
"25/11/2002 00:00";"0";"0";"0";"0";"0"
"25/11/2002 01:00";"0";"0";"0";"0";"0"
"25/11/2002 02:00";"0";"0";"0";"0";"0"
"25/11/2002 03:00";"0";"0";"0";"0";"0"
"25/11/2002 04:00";"0";"0";"0";"0";"0"
"25/11/2002 05:00";"0";"0";"0";"0";"0"
"25/11/2002 06:00";"42.25";"22.25";"0";"3157.91210426778";"418.717449520434"
"25/11/2002 07:00";"138.25";"141.25";"822.801509462662";"3092.03269705688";"409.982292729342"
"25/11/2002 08:00";"250";"304.75";"0";"0";"0"
"25/11/2002 09:00";"346.25";"266.25";"0";"0";"0"
"25/11/2002 10:00";"430";"92.5";"0";"0";"0"
"25/11/2002 11:00";"468.5";"99.5";"0";"0";"0"
"25/11/2002 12:00";"515.5";"76";"0";"0";"0"
"25/11/2002 13:00";"576";"28";"0";"0";"0"
"25/11/2002 14:00";"452.75";"93.5";"0";"0";"0"
"25/11/2002 15:00";"343.5";"126";"0";"0";"0"
"25/11/2002 16:00";"257";"133.5";"0";"0";"0"
"25/11/2002 17:00";"133.75";"145";"0";"0";"0"
"25/11/2002 18:00";"21.5";"29";"0";"0";"0"
"25/11/2002 19:00";"0";"0";"0";"3192.16522656845";"423.25917821151"
"25/11/2002 20:00";"0";"0";"399.400828162032";"3072.98458206689";"407.456643546137"
"25/11/2002 21:00";"0";"0";"0";"0";"0"
"25/11/2002 22:00";"0";"0";"0";"0";"0"
"25/11/2002 23:00";"0";"0";"0";"0";"0"
"26/11/2002 00:00";"0";"0";"0";"0";"0"
"26/11/2002 01:00";"0";"0";"0";"0";"0"
"26/11/2002 02:00";"0";"0";"0";"0";"0"
"26/11/2002 03:00";"0";"0";"0";"0";"0"
"26/11/2002 04:00";"0";"0";"0";"0";"0"
"26/11/2002 05:00";"0";"0";"0";"0";"0"
"26/11/2002 06:00";"47.5";"75.5";"871.043031852066";"3105.86221751589";"411.815992130557"
"26/11/2002 07:00";"138.5";"362.25";"942.350849422232";"3115.88872980912";"413.145438776439"
"26/11/2002 08:00";"179";"556";"0";"0";"0"
"26/11/2002 09:00";"268.25";"545.75";"0";"0";"0"
"26/11/2002 10:00";"488.25";"305.25";"0";"0";"0"
"26/11/2002 11:00";"674.25";"110.75";"0";"0";"0"
"26/11/2002 12:00";"443";"362.5";"0";"0";"0"
"26/11/2002 13:00";"453.25";"326";"0";"0";"0"
"26/11/2002 14:00";"483";"188.25";"0";"0";"0"
"26/11/2002 15:00";"347.75";"137.5";"0";"0";"0"
"26/11/2002 16:00";"240.25";"215.75";"0";"0";"0"
"26/11/2002 17:00";"113";"215";"0";"0";"0"
"26/11/2002 18:00";"22";"31";"0";"0";"0"
"26/11/2002 19:00";"0";"0";"0";"3163.28719729728";"419.430149928152"
"26/11/2002 20:00";"0";"0";"0";"3244.50425058283";"430.19897321596"
"26/11/2002 21:00";"0";"0";"0";"0";"0"
"26/11/2002 22:00";"0";"0";"0";"0";"0"
"26/11/2002 23:00";"0";"0";"0";"0";"0"
"27/11/2002 00:00";"0";"0";"0";"0";"0"
"27/11/2002 01:00";"0";"0";"0";"0";"0"
"27/11/2002 02:00";"0";"0";"0";"0";"0"
"27/11/2002 03:00";"0";"0";"0";"0";"0"
"27/11/2002 04:00";"0";"0";"0";"0";"0"
"27/11/2002 05:00";"0";"0";"0";"0";"0"
"27/11/2002 06:00";"42.75";"20";"401.855690354528";"3068.84486755696";"406.90774584281"
"27/11/2002 07:00";"151.25";"130";"861.410634896838";"3104.61329594736";"411.650393710919"
"27/11/2002 08:00";"257";"292";"0";"0";"0"
"27/11/2002 09:00";"365.75";"300";"0";"0";"0"
"27/11/2002 10:00";"482.5";"254.75";"0";"0";"0"
